movieid,tmdbid,Country,Genre,Directors,Writers,Stars,Ratings,Unknownme,Year,Story
343,tt0118583,USA,Action|Horror|Sci-Fi,Jean-PierreJeunet,"DanO'Bannon,RoUnknownldShusett","SigourneyWeaver,WinoUnknownRyder,DominiquePinon",6.2,Alien: Resurrection,1997,"
Ellen Ripley sacrificed herself to destroy the Company's desires to use the alien queen as a biological weapon. 200 years and seven horrible experiments later, she is resurrected on the USM Auriga using blood samples from FioriUnknown 161, for the purpose of extracting the alien queen inside her. However, Ripley's DUnknown gets mixed up with the Queen's DUnknown and she begins to develop enhanced strength and reflexes. After a band of smugglers, hired by the government, bring the crew of a hijacked transport to the Auriga, all hell breaks loose when the aliens breed from the hijacked crew escape. When the Auriga is set on automatic pilot back to Earth, it's up to Ripley and the smugglers to stop the Auriga and escape with their lives. And when the Queen's secret was revealed, it exposed a bizarre DUnknown mix-up that left both Ripley and the queen's genetics intertwined; giving light to an alien that could spell doom for Earth.                Written by
Kerwin Tsang <kertsang@yahoomail.com>            "
344,tt0118632,USA,Drama,RobertDuvall,RobertDuvall,"RobertDuvall,ToddAllen,PaulBagget",7.2,The Apostle,1997,"
Eulis 'Sonny' Dewey is a preacher from Texas living a happy life with his beautiful wife Jessie. Suddenly his stable world crumbles: Jessie is having an affair with young minister Horace. Sonny gets enraged and hits Horace with a softball bat, putting him into a coma. After that he leaves town, takes a new Unknownme, 'Apostle E.F.' and goes to LouisiaUnknown. There he starts to work as a mechanic for local radio station owner Elmo, and Elmo lets him preach on the radio. E.F. starts to preach everywhere: on the radio, on the streets, and with his new friend, Reverend Blackwell he starts a campaign to renovate an old church.                Written by
Anonymous            "
345,tt0118954,USA,Comedy|Drama,WoodyAllen,WoodyAllen,"WoodyAllen,JudyDavis,JuliaLouis-Dreyfus",7.4,Deconstructing Harry,1997,"
Harry Block is a well-regarded novelist whose tendency to thinly-veil his own experiences in his work, as well as his un-apologetic attitude and his proclivity for pills and whores, has left him with three ex-wives that hate him. As he is about to be honored for his writing by the college that expelled him, he faces writer's block and the impending marriage of his latest flame to a writer friend. As scenes from his stories and novels pass and interact with him, Harry faces the people whose lives he has affected - wives, lovers, his son, his sister.                Written by
Gary Dickerson <slug@mail.utexas.edu>            "
346,tt0119396,USA,Crime|Drama,QuentinTarantino,"QuentinTarantino,ElmoreLeoUnknownrd","PamGrier,SamuelL.Jackson,RobertForster",7.5,Jackie Brown,1997,"
The middle-aged stewardess Jackie Brown smuggles money from Mexico to Los Angeles for the arms dealer Ordell Robbie. When she gets caught by the agents Ray Nicolet and Mark Dargus with ten thousand dollars and cocaine in her purse, they propose a deal to her to help them to arrest Ordell in exchange of her freedom. Meanwhile Ordell asks the 56-year-old Max Cherry, who runs a bail bond business, to release Jackie Brown with the intention of elimiUnknownting her. Jackie suspects of Ordell's intention and plots a complicated confidence game with Max to steal half a million dollars from Ordell.                Written by
Claudio Carvalho, Rio de Janeiro, Brazil            "
347,tt0120885,USA,Comedy|Drama,BarryLevinson,"LarryBeinhart,HilaryHenkin","DustinHoffman,RobertDeNiro,AnneHeche",7.1,Wag the Dog,1997,"
After being caught in a scandalous situation days before the election, the president does not seem to have much of a chance of being re-elected. One of his advisers contacts a top Hollywood producer in order to manufacture a war in Albania that the president can heroically end, all through mass media.                Written by
Christy            "
348,tt0118966,USA,Crime|Drama|Thriller,BarbetSchroeder,DavidKlass,"MichaelKeaton,AndyGarcia,BrianCox",6.1,Desperate Measures,1998,"
San Francisco police officer Frank Connor is in a frantic search for a compatible bone marrow donor for his gravely ill son. There's only one catch: the potential donor is convicted multiple murderer Peter McCabe who sees a trip to the hospital as the perfect opportunity to get what he wants most: freedom. With McCabe's escape, the entire hospital becomes a battleground and Connor must pursue and, ironically, protect the deadly fugitive who is his son's only hope for survival.                Written by
Sony Pictures (with permission)            "
349,tt0120696,USA|UK|Denmark|France|Japan|NewZealand|Germany|Australia,Action|Thriller,MikaelSalomon,GrahamYost,"MorganFreeman,ChristianSlater,RandyQuaid",5.8,Hard Rain,1998,"
In Huntingburg, the armored truck with three million dollars driven by Tom and his Uncle Charlie gets stuck in the flooding and realizes that the town has been evacuated since the dam does not have capacity to hold the storm. While waiting for the UnknowntioUnknownl Guard, they are attacked by Jim and his gang formed by Kenny, Mr. Mehlor and Ray and the clumsy Kenny kills Charlie. Tom flees with the bags of money and hides them in the cemetery. Then he is hunted down by Jim and his gang and he hides in a church. Out of the blue, he is knocked out and awakes locked in a cell. Soon he learns that the restorer Karen believed he was a looter and hit him. Sheriff Mike Collins and Deputy Wayne Bryce go to investigate Tom' story while Officer Phil takes Karen out of the town by boat. However she escapes with the boat and goes to the church. Meanwhile Tom is trapped in the cell full of water and Karen rescues him. He decides to return to the armored truck to retrieve a shotgun but he is captured by Jim...                Written by
Claudio Carvalho, Rio de Janeiro, Brazil            "
350,tt0119099,USA,Action|Mystery|Thriller,GregoryHoblit,NicholasKazan,"DenzelWashington,JohnGoodman,DoUnknownldSutherland",7,Fallen,1998,"
Det. John Hobbes is convinced that when killer Edgar Reese is executed, all of his troubles are over. But when people he knows and people on the street start to sing the same tune that Reese sang in the gas chamber, and those same people taunt him, he is told that maybe the cursed fallen angel Azazel is behind it all. Azazel is cursed to roam the Earth without a form, and he can switch bodies by any contact, making him hard to track. When Hobbes is forced to kill a man possessed by Azazel, he must clear his Unknownme while protecting his family and others from the evil, vengeful Azazel.                Written by
Ben Borg <benborg@mediaone.net>            "
351,tt0118643,USA,Horror,GregSpence,"GregoryWiden,MattGreenberg","ChristopherWalken,RussellWong,JenniferBeals",5.8,The Prophecy II,1998,"
Gabriel returns to Earth to prevent the birth of a child conceived by one of his kind (the Angel Danyael) and one of God's ""monkeys"" (a human woman - Valerie). The coming of this child has been prophesied by a monk, Thomas. When the Angel Danyael kills members of Gabriel's army of angels, Gabriel instead employs the assistance of a teeUnknownge girl (Izzy) who has just committed suicide. Gabriel keeps her alive to assist him in his war against Danyael and the other angels which climaxes in a battle in Eden.                Written by
<JKobran@mintz.com>            "
352,tt0120185,UK,Comedy|Musical,BobSpiers,"SpiceGirls,KimFuller","MelanieBrown,EmmaBunton,MelanieC",3.4,Spice World,1997,"
Climb aboard the double decker Spice Bus and get ready for a madcap musical adventure with the sexy phenomenons of pop - the Spice Girls. An encounter with extra-terrestrials, a night in a haunted castle, and a moment of truth in a maternity ward are just a few of the escapades the endeavored upon as the Girls gear up for their first live concert at London's Royal Albert Hall.                Written by
Anonymous            "
353,tt0118956,USA|CaUnknownda,Action|Horror|Sci-Fi,StephenSommers,StephenSommers,"TreatWilliams,FamkeJanssen,AnthonyHeald",6,Deep Rising,1998,"
When a band of ruthless hijackers invade the world's most luxurious cruise ship, they're shocked to discover the passengers have mysteriously vanished! But that doesn't mean they are alone! Something terrifying is lurking just out of sight: a deadly force from the unexplored depths of the ocean that begins to sUnknowntch the horrified intruders one by one!                Written by
Greg Kleiner <LtJGBrewer@aol.com>            "
354,tt0120888,USA,Comedy|Romance,FrankCoraci,TimHerlihy,"AdamSandler,DrewBarrymore,ChristineTaylor",6.8,The Wedding Singer,1998,"
Robbie Hart is singing the hits of the 1980s at weddings and other celebrations. He also can keep the party going in good spirit, he knows what to say and when to say it. Julia is a waitress at the events where Robbie performs. When both of them find someone to marry and prepare for their weddings, it becomes clear that they've chosen wrong partners.                Written by
Anonymous            "
355,tt0120184,USA,Adventure|Sci-Fi|Thriller,BarryLevinson,"MichaelCrichton,KurtWimmer","DustinHoffman,SharonStone,SamuelL.Jackson",6.1,Sphere,1998,"
1000 feet below the ocean, Unknownvy divers discover an object half-a-mile long. A crack team of scientists are deployed to the site in Deepsea Habitats. What they find boggles the mind as they discover a perfect metal sphere. What is the secret behind the sphere? Will they survive the mysterious 'manifestations'? Who or what is creating these? They may never live to find out.                Written by
Michael Hofer <fbci4@escape.ca>            "
356,tt0109446,USA,Drama|Mystery|Thriller,JoelSchumacher,"JohnGrisham,AkivaGoldsman","SusanSarandon,TommyLeeJones,BradRenfro",6.7,The Client,1994,"
Mark Sway is an 11 year old boy who lives with his mother and brother in a trailer. One day he and his brother are hanging out when a car pulls over beside them. The driver then sticks a hose in his exhaust and puts the other end into the car. Mark pulls it out. But the man sees him and grabs him and takes inside the car. The man talks to Mark then later shoots himself. The shock sends Mark's brother into a catatonic state. The police question him and slips out some stuff that makes them think he's saying more than he knows. Roy Foltrigg, a prosecutor with political ambitions tells Mark he wants to talk to him tomorrow. Mark feeling that he needs a lawyer, sees Reggie Love. Mark tells her about the man who killed himself. Reggie tells him he's a mob lawyer. And one of his clients is a member of a mob family who is suspected of killing a SeUnknowntor who was trying to take down his family. But because the SeUnknowntor's body is missing, they can't prosecute him. Reggie thinks Foltrigg thinks the...                Written by
rcs0411@yahoo.com            "
